movieId,title,genres,avg_rating,popularity,release_year,clean_title,director,cast,overview,tag
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),"Crime,Drama",3.0,3.0,1995.0,Shanghai Triad (Yao a yao yao dao waipo qiao),Unknown,Unknown,,
31,Dangerous Minds (1995),Drama,3.1842105263157894,38.0,1995.0,Dangerous Minds,Unknown,Unknown,,high school teacher
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"Mystery,Sci-Fi,Thriller",3.983050847457627,177.0,1995.0,Twelve Monkeys (a.k.a. 12 Monkeys),Unknown,Unknown,,time travel time travel Brad Pitt Bruce Willis mindfuck Post apocalyptic post-apocalyptic remake time travel twist ending
34,Babe (1995),"Children,Drama",3.65234375,128.0,1995.0,Babe,Unknown,Unknown,,Animal movie pigs villain nonexistent or not needed for good story
36,Dead Man Walking (1995),"Crime,Drama",3.8358208955223883,67.0,1995.0,Dead Man Walking,Unknown,Unknown,,death penalty Nun
38,It Takes Two (1995),"Children,Comedy",2.125,4.0,1995.0,It Takes Two,Unknown,Unknown,,twins
39,Clueless (1995),"Comedy,Romance",3.293269230769231,104.0,1995.0,Clueless,Unknown,Unknown,,chick flick funny Paul Rudd quotable seen more than once Emma Jane Austen
40,"Cry, the Beloved Country (1995)",Drama,4.25,2.0,1995.0,"Cry, the Beloved Country",Unknown,Unknown,,In Netflix queue South Africa
41,Richard III (1995),"Drama,War",3.7,15.0,1995.0,Richard III,Unknown,Unknown,,Shakespeare
42,Dead Presidents (1995),"Action,Crime,Drama",3.0,7.0,1995.0,Dead Presidents,Unknown,Unknown,,
43,Restoration (1995),Drama,3.1875,8.0,1995.0,Restoration,Unknown,Unknown,,England
44,Mortal Kombat (1995),"Action,Adventure,Fantasy",2.5434782608695654,46.0,1995.0,Mortal Kombat,Unknown,Unknown,,
45,To Die For (1995),"Comedy,Drama,Thriller",3.3125,32.0,1995.0,To Die For,Unknown,Unknown,,Journalism
46,How to Make an American Quilt (1995),"Drama,Romance",3.066666666666667,15.0,1995.0,How to Make an American Quilt,Unknown,Unknown,,wedding
47,Seven (a.k.a. Se7en) (1995),"Mystery,Thriller",3.9753694581280787,203.0,1995.0,Seven (a.k.a. Se7en),Unknown,Unknown,,mystery twist ending serial killer
48,Pocahontas (1995),"Animation,Children,Drama,Musical,Romance",3.1470588235294117,68.0,1995.0,Pocahontas,Unknown,Unknown,,
49,When Night Is Falling (1995),"Drama,Romance",3.0,1.0,1995.0,When Night Is Falling,Unknown,Unknown,,
50,"Usual Suspects, The (1995)","Crime,Mystery,Thriller",4.237745098039215,204.0,1995.0,"Usual Suspects, The",Unknown,Unknown,,mindfuck suspense thriller tricky twist ending heist
52,Mighty Aphrodite (1995),"Comedy,Drama,Romance",3.4642857142857144,28.0,1995.0,Mighty Aphrodite,Unknown,Unknown,,adoption prostitution
53,Lamerica (1994),"Adventure,Drama",5.0,2.0,1994.0,Lamerica,Unknown,Unknown,,
54,"Big Green, The (1995)","Children,Comedy",2.3333333333333335,3.0,1995.0,"Big Green, The",Unknown,Unknown,,
55,Georgia (1995),Drama,4.0,1.0,1995.0,Georgia,Unknown,Unknown,,
57,Home for the Holidays (1995),Drama,3.0625,8.0,1995.0,Home for the Holidays,Unknown,Unknown,,
58,"Postman, The (Postino, Il) (1994)","Comedy,Drama,Romance",4.027027027027027,37.0,1994.0,"Postman, The (Postino, Il)",Unknown,Unknown,,writing
60,"Indian in the Cupboard, The (1995)","Adventure,Children,Fantasy",3.235294117647059,34.0,1995.0,"Indian in the Cupboard, The",Unknown,Unknown,,
61,Eye for an Eye (1996),"Drama,Thriller",3.75,6.0,1996.0,Eye for an Eye,Unknown,Unknown,,
62,Mr. Holland's Opus (1995),Drama,3.70625,80.0,1995.0,Mr. Holland's Opus,Unknown,Unknown,,music
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),"Comedy,Crime",2.7142857142857144,7.0,1996.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Unknown,Unknown,,
64,Two if by Sea (1996),"Comedy,Romance",2.2,5.0,1996.0,Two if by Sea,Unknown,Unknown,,
65,Bio-Dome (1996),Comedy,2.532258064516129,31.0,1996.0,Bio-Dome,Unknown,Unknown,,
66,Lawnmower Man 2: Beyond Cyberspace (1996),"Action,Sci-Fi,Thriller",2.5,9.0,1996.0,Lawnmower Man 2: Beyond Cyberspace,Unknown,Unknown,,
68,French Twist (Gazon maudit) (1995),"Comedy,Romance",3.4,5.0,1995.0,French Twist (Gazon maudit),Unknown,Unknown,,
69,Friday (1995),Comedy,3.775,20.0,1995.0,Friday,Unknown,Unknown,,
70,From Dusk Till Dawn (1996),"Action,Comedy,Horror,Thriller",3.5090909090909093,55.0,1996.0,From Dusk Till Dawn,Unknown,Unknown,,
71,Fair Game (1995),Action,1.7,5.0,1995.0,Fair Game,Unknown,Unknown,,
72,Kicking and Screaming (1995),"Comedy,Drama",3.2142857142857144,7.0,1995.0,Kicking and Screaming,Unknown,Unknown,,
73,"Misérables, Les (1995)","Drama,War",3.4615384615384617,13.0,1995.0,"Misérables, Les",Unknown,Unknown,,
74,Bed of Roses (1996),"Drama,Romance",4.0,8.0,1996.0,Bed of Roses,Unknown,Unknown,,
75,Big Bully (1996),"Comedy,Drama",2.2,5.0,1996.0,Big Bully,Unknown,Unknown,,
76,Screamers (1995),"Action,Sci-Fi,Thriller",3.4,15.0,1995.0,Screamers,Unknown,Unknown,,
77,Nico Icon (1995),Documentary,4.0,1.0,1995.0,Nico Icon,Unknown,Unknown,,
78,"Crossing Guard, The (1995)","Action,Crime,Drama,Thriller",3.3333333333333335,3.0,1995.0,"Crossing Guard, The",Unknown,Unknown,,
79,"Juror, The (1996)","Drama,Thriller",2.764705882352941,17.0,1996.0,"Juror, The",Unknown,Unknown,,
80,"White Balloon, The (Badkonake sefid) (1995)","Children,Drama",4.0,2.0,1995.0,"White Balloon, The (Badkonake sefid)",Unknown,Unknown,,
81,Things to Do in Denver When You're Dead (1995),"Crime,Drama,Romance",3.107142857142857,14.0,1995.0,Things to Do in Denver When You're Dead,Unknown,Unknown,,
82,Antonia's Line (Antonia) (1995),"Comedy,Drama",3.875,8.0,1995.0,Antonia's Line (Antonia),Unknown,Unknown,,
83,Once Upon a Time... When We Were Colored (1995),"Drama,Romance",3.0,1.0,1995.0,Once Upon a Time... When We Were Colored,Unknown,Unknown,,
85,Angels and Insects (1995),"Drama,Romance",3.857142857142857,7.0,1995.0,Angels and Insects,Unknown,Unknown,,
86,White Squall (1996),"Action,Adventure,Drama",3.966666666666667,15.0,1996.0,White Squall,Unknown,Unknown,,
87,Dunston Checks In (1996),"Children,Comedy",2.5,7.0,1996.0,Dunston Checks In,Unknown,Unknown,,
88,Black Sheep (1996),Comedy,3.15625,16.0,1996.0,Black Sheep,Unknown,Unknown,,
89,Nick of Time (1995),"Action,Thriller",3.25,10.0,1995.0,Nick of Time,Unknown,Unknown,,
92,Mary Reilly (1996),"Drama,Horror,Thriller",2.625,8.0,1996.0,Mary Reilly,Unknown,Unknown,,Jekyll and Hyde
93,Vampire in Brooklyn (1995),"Comedy,Horror,Romance",2.8333333333333335,9.0,1995.0,Vampire in Brooklyn,Unknown,Unknown,,
94,Beautiful Girls (1996),"Comedy,Drama,Romance",3.95,10.0,1996.0,Beautiful Girls,Unknown,Unknown,,
95,Broken Arrow (1996),"Action,Adventure,Thriller",3.0238095238095237,84.0,1996.0,Broken Arrow,Unknown,Unknown,,
96,In the Bleak Midwinter (1995),"Comedy,Drama",3.5,1.0,1995.0,In the Bleak Midwinter,Unknown,Unknown,,theater
97,"Hate (Haine, La) (1995)","Crime,Drama",3.9,10.0,1995.0,"Hate (Haine, La)",Unknown,Unknown,,
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,5.0,2.0,1995.0,Heidi Fleiss: Hollywood Madam,Unknown,Unknown,,
100,City Hall (1996),"Drama,Thriller",2.7857142857142856,14.0,1996.0,City Hall,Unknown,Unknown,,
101,Bottle Rocket (1996),"Adventure,Comedy,Crime,Romance",3.782608695652174,23.0,1996.0,Bottle Rocket,Unknown,Unknown,,crime off-beat comedy quirky
102,Mr. Wrong (1996),Comedy,2.4,5.0,1996.0,Mr. Wrong,Unknown,Unknown,,
103,Unforgettable (1996),"Mystery,Sci-Fi,Thriller",3.0,3.0,1996.0,Unforgettable,Unknown,Unknown,,
104,Happy Gilmore (1996),Comedy,3.4393939393939394,99.0,1996.0,Happy Gilmore,Unknown,Unknown,,test tag golf Adam Sandler
105,"Bridges of Madison County, The (1995)","Drama,Romance",3.282608695652174,23.0,1995.0,"Bridges of Madison County, The",Unknown,Unknown,,
106,Nobody Loves Me (Keiner liebt mich) (1994),"Comedy,Drama",4.0,1.0,1994.0,Nobody Loves Me (Keiner liebt mich),Unknown,Unknown,,
107,Muppet Treasure Island (1996),"Adventure,Children,Comedy,Musical",3.326923076923077,26.0,1996.0,Muppet Treasure Island,Unknown,Unknown,,muppets
108,Catwalk (1996),Documentary,4.0,1.0,1996.0,Catwalk,Unknown,Unknown,,
110,Braveheart (1995),"Action,Drama,War",4.031645569620253,237.0,1995.0,Braveheart,Unknown,Unknown,,beautiful scenery epic historical inspirational Medieval mel gibson Oscar (Best Cinematography) revenge sword fight Scotland
111,Taxi Driver (1976),"Crime,Drama,Thriller",4.105769230769231,104.0,1976.0,Taxi Driver,Unknown,Unknown,,assassination
112,Rumble in the Bronx (Hont faan kui) (1995),"Action,Adventure,Comedy,Crime",3.5434782608695654,46.0,1995.0,Rumble in the Bronx (Hont faan kui),Unknown,Unknown,,
113,Before and After (1996),"Drama,Mystery",3.3333333333333335,3.0,1996.0,Before and After,Unknown,Unknown,,
116,Anne Frank Remembered (1995),Documentary,3.9,5.0,1995.0,Anne Frank Remembered,Unknown,Unknown,,Holocaust
117,"Young Poisoner's Handbook, The (1995)","Crime,Drama",3.0,1.0,1995.0,"Young Poisoner's Handbook, The",Unknown,Unknown,,
118,If Lucy Fell (1996),"Comedy,Romance",2.5,2.0,1996.0,If Lucy Fell,Unknown,Unknown,,
119,"Steal Big, Steal Little (1995)",Comedy,3.0,2.0,1995.0,"Steal Big, Steal Little",Unknown,Unknown,,
121,"Boys of St. Vincent, The (1992)",Drama,4.0,2.0,1992.0,"Boys of St. Vincent, The",Unknown,Unknown,,
122,Boomerang (1992),"Comedy,Romance",2.65625,16.0,1992.0,Boomerang,Unknown,Unknown,,dating
123,Chungking Express (Chung Hing sam lam) (1994),"Drama,Mystery,Romance",4.375,4.0,1994.0,Chungking Express (Chung Hing sam lam),Unknown,Unknown,,
125,Flirting With Disaster (1996),Comedy,3.5833333333333335,12.0,1996.0,Flirting With Disaster,Unknown,Unknown,,
126,"NeverEnding Story III, The (1994)","Adventure,Children,Fantasy",2.0,7.0,1994.0,"NeverEnding Story III, The",Unknown,Unknown,,
128,Jupiter's Wife (1994),Documentary,3.0,1.0,1994.0,Jupiter's Wife,Unknown,Unknown,,
129,Pie in the Sky (1996),"Comedy,Romance",2.0,1.0,1996.0,Pie in the Sky,Unknown,Unknown,,
132,Jade (1995),Thriller,2.8333333333333335,6.0,1995.0,Jade,Unknown,Unknown,,
135,Down Periscope (1996),Comedy,2.9516129032258065,31.0,1996.0,Down Periscope,Unknown,Unknown,,
137,Man of the Year (1995),Documentary,3.0,1.0,1995.0,Man of the Year,Unknown,Unknown,,
140,Up Close and Personal (1996),"Drama,Romance",3.5,16.0,1996.0,Up Close and Personal,Unknown,Unknown,,journalism
141,"Birdcage, The (1996)",Comedy,3.494186046511628,86.0,1996.0,"Birdcage, The",Unknown,Unknown,,
144,"Brothers McMullen, The (1995)",Comedy,3.3333333333333335,12.0,1995.0,"Brothers McMullen, The",Unknown,Unknown,,
145,Bad Boys (1995),"Action,Comedy,Crime,Drama,Thriller",3.2450980392156863,51.0,1995.0,Bad Boys,Unknown,Unknown,,
146,"Amazing Panda Adventure, The (1995)","Adventure,Children",3.3333333333333335,3.0,1995.0,"Amazing Panda Adventure, The",Unknown,Unknown,,
147,"Basketball Diaries, The (1995)",Drama,3.466666666666667,15.0,1995.0,"Basketball Diaries, The",Unknown,Unknown,,addiction heroin Leonardo DiCaprio Mark Wahlberg
148,"Awfully Big Adventure, An (1995)",Drama,5.0,1.0,1995.0,"Awfully Big Adventure, An",Unknown,Unknown,,
149,Amateur (1994),"Crime,Drama,Thriller",2.0,1.0,1994.0,Amateur,Unknown,Unknown,,
150,Apollo 13 (1995),"Adventure,Drama,IMAX",3.845771144278607,201.0,1995.0,Apollo 13,Unknown,Unknown,,moon NASA space
151,Rob Roy (1995),"Action,Drama,Romance,War",3.5454545454545454,44.0,1995.0,Rob Roy,Unknown,Unknown,,
152,"Addiction, The (1995)","Drama,Horror",1.5,2.0,1995.0,"Addiction, The",Unknown,Unknown,,
153,Batman Forever (1995),"Action,Adventure,Comedy,Crime",2.9160583941605838,137.0,1995.0,Batman Forever,Unknown,Unknown,,superhero superhero
154,Beauty of the Day (Belle de jour) (1967),Drama,3.875,12.0,1967.0,Beauty of the Day (Belle de jour),Unknown,Unknown,,
155,Beyond Rangoon (1995),"Adventure,Drama,War",2.4166666666666665,6.0,1995.0,Beyond Rangoon,Unknown,Unknown,,
156,Blue in the Face (1995),"Comedy,Drama",3.3333333333333335,3.0,1995.0,Blue in the Face,Unknown,Unknown,,
157,Canadian Bacon (1995),"Comedy,War",2.8636363636363638,11.0,1995.0,Canadian Bacon,Unknown,Unknown,,
158,Casper (1995),"Adventure,Children",2.806451612903226,62.0,1995.0,Casper,Unknown,Unknown,,
159,Clockers (1995),"Crime,Drama,Mystery",2.892857142857143,14.0,1995.0,Clockers,Unknown,Unknown,,
160,Congo (1995),"Action,Adventure,Mystery,Sci-Fi",2.8771929824561404,57.0,1995.0,Congo,Unknown,Unknown,,Michael Crichton
161,Crimson Tide (1995),"Drama,Thriller,War",3.6359223300970873,103.0,1995.0,Crimson Tide,Unknown,Unknown,,submarine
162,Crumb (1994),Documentary,4.205882352941177,17.0,1994.0,Crumb,Unknown,Unknown,,In Netflix queue
163,Desperado (1995),"Action,Romance,Western",3.5606060606060606,66.0,1995.0,Desperado,Unknown,Unknown,,
164,Devil in a Blue Dress (1995),"Crime,Film-Noir,Mystery,Thriller",3.3214285714285716,14.0,1995.0,Devil in a Blue Dress,Unknown,Unknown,,
165,Die Hard: With a Vengeance (1995),"Action,Crime,Thriller",3.5555555555555554,144.0,1995.0,Die Hard: With a Vengeance,Unknown,Unknown,,
166,"Doom Generation, The (1995)","Comedy,Crime,Drama",2.8333333333333335,3.0,1995.0,"Doom Generation, The",Unknown,Unknown,,
168,First Knight (1995),"Action,Drama,Romance",3.0833333333333335,54.0,1995.0,First Knight,Unknown,Unknown,,
169,Free Willy 2: The Adventure Home (1995),"Adventure,Children,Drama",2.4,10.0,1995.0,Free Willy 2: The Adventure Home,Unknown,Unknown,,
170,Hackers (1995),"Action,Adventure,Crime,Thriller",3.2285714285714286,35.0,1995.0,Hackers,Unknown,Unknown,,
171,Jeffrey (1995),"Comedy,Drama",3.8333333333333335,6.0,1995.0,Jeffrey,Unknown,Unknown,,
172,Johnny Mnemonic (1995),"Action,Sci-Fi,Thriller",2.6792452830188678,53.0,1995.0,Johnny Mnemonic,Unknown,Unknown,,
173,Judge Dredd (1995),"Action,Crime,Sci-Fi",2.6693548387096775,62.0,1995.0,Judge Dredd,Unknown,Unknown,,
174,Jury Duty (1995),Comedy,2.7,10.0,1995.0,Jury Duty,Unknown,Unknown,,
175,Kids (1995),Drama,3.975,20.0,1995.0,Kids,Unknown,Unknown,,controversial New York City Nudity (Full Frontal)
176,Living in Oblivion (1995),Comedy,4.3076923076923075,13.0,1995.0,Living in Oblivion,Unknown,Unknown,,
177,Lord of Illusions (1995),Horror,2.75,8.0,1995.0,Lord of Illusions,Unknown,Unknown,,
178,Love & Human Remains (1993),"Comedy,Drama",1.0,1.0,1993.0,Love & Human Remains,Unknown,Unknown,,
179,Mad Love (1995),"Drama,Romance",1.5,2.0,1995.0,Mad Love,Unknown,Unknown,,
180,Mallrats (1995),"Comedy,Romance",3.4027777777777777,36.0,1995.0,Mallrats,Unknown,Unknown,,
181,Mighty Morphin Power Rangers: The Movie (1995),"Action,Children",2.264705882352941,17.0,1995.0,Mighty Morphin Power Rangers: The Movie,Unknown,Unknown,,
183,Mute Witness (1994),"Comedy,Horror,Thriller",3.5,2.0,1994.0,Mute Witness,Unknown,Unknown,,
184,Nadja (1994),Drama,3.5,2.0,1994.0,Nadja,Unknown,Unknown,,
185,"Net, The (1995)","Action,Crime,Thriller",3.0401785714285716,112.0,1995.0,"Net, The",Unknown,Unknown,,computers
186,Nine Months (1995),"Comedy,Romance",2.8229166666666665,48.0,1995.0,Nine Months,Unknown,Unknown,,
187,Party Girl (1995),Comedy,4.125,4.0,1995.0,Party Girl,Unknown,Unknown,,
188,"Prophecy, The (1995)","Fantasy,Horror,Mystery",3.4583333333333335,12.0,1995.0,"Prophecy, The",Unknown,Unknown,,
189,Reckless (1995),"Comedy,Fantasy",3.0,1.0,1995.0,Reckless,Unknown,Unknown,,
190,Safe (1995),Thriller,2.8,5.0,1995.0,Safe,Unknown,Unknown,,
191,"Scarlet Letter, The (1995)","Drama,Romance",2.4166666666666665,6.0,1995.0,"Scarlet Letter, The",Unknown,Unknown,,
193,Showgirls (1995),Drama,2.4714285714285715,35.0,1995.0,Showgirls,Unknown,Unknown,,
194,Smoke (1995),"Comedy,Drama",3.6666666666666665,18.0,1995.0,Smoke,Unknown,Unknown,,
195,Something to Talk About (1995),"Comedy,Drama,Romance",3.1,10.0,1995.0,Something to Talk About,Unknown,Unknown,,
196,Species (1995),"Horror,Sci-Fi",2.6666666666666665,45.0,1995.0,Species,Unknown,Unknown,,
198,Strange Days (1995),"Action,Crime,Drama,Mystery,Sci-Fi,Thriller",3.25,28.0,1995.0,Strange Days,Unknown,Unknown,,
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","Drama,Musical,Romance",4.125,4.0,1964.0,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Unknown,Unknown,,Made me cry
201,Three Wishes (1995),"Drama,Fantasy",3.0,1.0,1995.0,Three Wishes,Unknown,Unknown,,
202,Total Eclipse (1995),"Drama,Romance",3.0,1.0,1995.0,Total Eclipse,Unknown,Unknown,,
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,3.4318181818181817,22.0,1995.0,"To Wong Foo, Thanks for Everything! Julie Newmar",Unknown,Unknown,,
204,Under Siege 2: Dark Territory (1995),Action,2.716666666666667,30.0,1995.0,Under Siege 2: Dark Territory,Unknown,Unknown,,
205,Unstrung Heroes (1995),"Comedy,Drama",3.1666666666666665,9.0,1995.0,Unstrung Heroes,Unknown,Unknown,,
206,Unzipped (1995),Documentary,3.0,2.0,1995.0,Unzipped,Unknown,Unknown,,
207,"Walk in the Clouds, A (1995)","Drama,Romance",3.4285714285714284,21.0,1995.0,"Walk in the Clouds, A",Unknown,Unknown,,
208,Waterworld (1995),"Action,Adventure,Sci-Fi",2.9130434782608696,115.0,1995.0,Waterworld,Unknown,Unknown,,
209,White Man's Burden (1995),Drama,3.1666666666666665,3.0,1995.0,White Man's Burden,Unknown,Unknown,,
210,Wild Bill (1995),Western,3.0,4.0,1995.0,Wild Bill,Unknown,Unknown,,
211,"Browning Version, The (1994)",Drama,3.5,2.0,1994.0,"Browning Version, The",Unknown,Unknown,,
212,Bushwhacked (1995),"Adventure,Comedy,Crime,Mystery",3.0,3.0,1995.0,Bushwhacked,Unknown,Unknown,,
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,3.8333333333333335,6.0,1994.0,Burnt by the Sun (Utomlyonnye solntsem),Unknown,Unknown,,
214,Before the Rain (Pred dozhdot) (1994),"Drama,War",4.0,2.0,1994.0,Before the Rain (Pred dozhdot),Unknown,Unknown,,
215,Before Sunrise (1995),"Drama,Romance",4.041666666666667,24.0,1995.0,Before Sunrise,Unknown,Unknown,,generation X
216,Billy Madison (1995),Comedy,3.326530612244898,49.0,1995.0,Billy Madison,Unknown,Unknown,,school Adam Sandler stop looking at me swan
217,"Babysitter, The (1995)","Drama,Thriller",2.3333333333333335,6.0,1995.0,"Babysitter, The",Unknown,Unknown,,
218,Boys on the Side (1995),"Comedy,Drama",3.4285714285714284,14.0,1995.0,Boys on the Side,Unknown,Unknown,,
219,"Cure, The (1995)",Drama,3.0,1.0,1995.0,"Cure, The",Unknown,Unknown,,
220,Castle Freak (1995),Horror,3.0,1.0,1995.0,Castle Freak,Unknown,Unknown,,
222,Circle of Friends (1995),"Drama,Romance",3.75,16.0,1995.0,Circle of Friends,Unknown,Unknown,,Ireland
223,Clerks (1994),Comedy,3.855769230769231,104.0,1994.0,Clerks,Unknown,Unknown,,cynical hilarious independent film quirky witty generation X
224,Don Juan DeMarco (1995),"Comedy,Drama,Romance",3.6125,40.0,1995.0,Don Juan DeMarco,Unknown,Unknown,,mental illness psychology
225,Disclosure (1994),"Drama,Thriller",3.5384615384615383,52.0,1994.0,Disclosure,Unknown,Unknown,,
227,Drop Zone (1994),"Action,Thriller",2.8636363636363638,22.0,1994.0,Drop Zone,Unknown,Unknown,,
228,Destiny Turns on the Radio (1995),Comedy,2.3333333333333335,3.0,1995.0,Destiny Turns on the Radio,Unknown,Unknown,,
229,Death and the Maiden (1994),"Drama,Thriller",3.4285714285714284,7.0,1994.0,Death and the Maiden,Unknown,Unknown,,
230,Dolores Claiborne (1995),"Drama,Thriller",3.3958333333333335,24.0,1995.0,Dolores Claiborne,Unknown,Unknown,,Stephen King
231,Dumb & Dumber (Dumb and Dumber) (1994),"Adventure,Comedy",3.0601503759398496,133.0,1994.0,Dumb & Dumber (Dumb and Dumber),Unknown,Unknown,,
232,Eat Drink Man Woman (Yin shi nan nu) (1994),"Comedy,Drama,Romance",3.892857142857143,14.0,1994.0,Eat Drink Man Woman (Yin shi nan nu),Unknown,Unknown,,In Netflix queue
233,Exotica (1994),Drama,3.5,12.0,1994.0,Exotica,Unknown,Unknown,,
234,Exit to Eden (1994),Comedy,2.588235294117647,17.0,1994.0,Exit to Eden,Unknown,Unknown,,
235,Ed Wood (1994),"Comedy,Drama",3.6785714285714284,70.0,1994.0,Ed Wood,Unknown,Unknown,,movie business
236,French Kiss (1995),"Action,Comedy,Romance",3.477777777777778,45.0,1995.0,French Kiss,Unknown,Unknown,,
237,Forget Paris (1995),"Comedy,Romance",3.340909090909091,22.0,1995.0,Forget Paris,Unknown,Unknown,,basketball France infertility
238,Far From Home: The Adventures of Yellow Dog (1995),"Adventure,Children",4.0,2.0,1995.0,Far From Home: The Adventures of Yellow Dog,Unknown,Unknown,,
239,"Goofy Movie, A (1995)","Animation,Children,Comedy,Romance",3.0,17.0,1995.0,"Goofy Movie, A",Unknown,Unknown,,
240,Hideaway (1995),Thriller,2.375,4.0,1995.0,Hideaway,Unknown,Unknown,,
241,Fluke (1995),"Children,Drama",4.0,1.0,1995.0,Fluke,Unknown,Unknown,,
242,Farinelli: il castrato (1994),"Drama,Musical",3.6,5.0,1994.0,Farinelli: il castrato,Unknown,Unknown,,
243,Gordy (1995),"Children,Comedy,Fantasy",3.0,1.0,1995.0,Gordy,Unknown,Unknown,,
246,Hoop Dreams (1994),Documentary,4.293103448275862,29.0,1994.0,Hoop Dreams,Unknown,Unknown,,basketball
247,Heavenly Creatures (1994),"Crime,Drama",3.9285714285714284,21.0,1994.0,Heavenly Creatures,Unknown,Unknown,,Australia
248,Houseguest (1994),Comedy,3.176470588235294,17.0,1994.0,Houseguest,Unknown,Unknown,,bad Sinbad
249,Immortal Beloved (1994),"Drama,Romance",3.7222222222222223,18.0,1994.0,Immortal Beloved,Unknown,Unknown,,Beethoven
250,Heavyweights (Heavy Weights) (1995),"Children,Comedy",2.5,6.0,1995.0,Heavyweights (Heavy Weights),Unknown,Unknown,,
251,"Hunted, The (1995)",Action,3.0,3.0,1995.0,"Hunted, The",Unknown,Unknown,,
